Index,Compound name,A_site,A'_site,B_site,B'_site,C_A,C_A',Cn_A,Cn_A',C_B,C_B',Cn_B,Cn_B',r_Asite,r_A'site,r_Bsite,r_B'site,Avg_AA',Avg_BB',TF,Energy,Fermi_energy,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,_cell_volume,space_group_LS,Space_group_No_LS,space_group_HS,Space_group_No_HS,Total_mag_Outcar,mag_B,mag_B',mag_O,A_s,A_p,A_d,A'_s,A'_p,A'_d,B_s,B_p,B_d,B'_s,B'_p,B'_d,O_s,O_p,dis_x_A1,dis_x_A2,dis_y_A1,dis_y_A2,dis_x_A'1,dis_x_A'2,dis_y_A'1,dis_y_A'2,|x_A_dis|,|y_A_dis|,|x_A'_dis|,|y_A'_dis|,|A_dis|,|A'_dis|,tilt_angle,rot_angle,target_label
Comp_130,KGdNiWO6_R,K,Gd,Ni,W,1,3,8,8,2,6,6,6,1.51,1.053,0.69,0.6,1.2815,0.645,0.932848387,-146.642737,3.3192,5.607712,5.433004,7.698158,90.110329,89.989471,90.02417,234.537214,Pc,7,F-4 3m,216,4.014,1.769,0.035,0.001857,1.964,5.598,0.066,0.22,6.5,1.182,0.338,0.442,8.2,0.715,1.124,4.136,1.558166667,3.472833333,0.018125305,-0.017127039,-0.003052516,-0.003052516,0.067311907,-1.017127039,0.015281343,0.015345827,0.017626172,0.003052516,0.542219473,0.015313585,0.017888538,0.542435676,12.71702893,12.35418038,2
Comp_131,KGdVOsO6_C,K,Gd,V,Os,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.545,1.2815,0.5925,0.958060505,-146.532959,4.79188769,5.526584,5.462731,7.662603,90.243332,89.70771,88.410858,231.241624,P-1,2,P42/mmc,131,1.935,1.313,1.617,0.105166667,1.964,5.594,0.062,0.213,6.482,1.169,0.4985,0.958,3.513,0.595,0.8725,5.942,1.5525,3.466333333,0.025759208,-0.024911256,-0.007320155,-0.007320155,-0.044752329,0.045505357,-0.003188715,0.002715504,0.025335232,0.007320155,0.045128843,0.002952109,0.02637155,0.045225296,10.5424308,16.02072406,0
Comp_132,KGdVOsO6_L,K,Gd,V,Os,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.545,1.2815,0.5925,0.958060505,-146.855093,4.84626526,5.509868,5.423328,7.724282,89.928085,90.000664,89.994965,230.815429,P21,4,P4/nmm,129,1.947,1.2175,1.544,0.103333333,1.963,5.592,0.062,0.214,6.493,1.162,0.508,0.969,3.547,0.588,0.862,5.962,1.553333333,3.4645,-0.019478592,-0.019540071,0.002102302,0.002102302,0.051060336,0.051040392,-0.009032947,0.00850466,0.019509332,0.002102302,0.051050364,0.008768803,0.019622275,0.051797988,6.064546446,16.07239732,1
Comp_133,KGdVOsO6_R,K,Gd,V,Os,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.545,1.2815,0.5925,0.958060505,-145.751155,4.89494762,5.508301,5.408618,7.7239,90.118301,90.16922,90.665337,230.095729,Pc,7,F-4 3m,216,3.861,1.206,1.519,0.095833333,1.9655,5.601,0.0705,0.215,6.4775,1.1755,0.498,0.954,3.496,0.5865,0.862,5.944,1.551833333,3.464083333,0.021746191,-0.018194913,-0.002398325,-0.002398325,0.054689316,-1.018194913,0.016696576,0.017052712,0.019970552,0.002398325,0.536442115,0.016874644,0.020114048,0.536707458,12.13734977,9.176797036,2
Comp_134,KGdVWO6_C,K,Gd,V,W,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.6,1.2815,0.62,0.944686564,-159.648611,5.2758,5.599974,5.51441,7.748271,89.966331,90.420235,89.275452,239.24529,P-1,2,P42/mmc,131,5.373,2.309,0.3125,0.00196775,1.964,5.593,0.062,0.208,6.463,1.144,0.3955,0.694,3.485,0.6875,1.0665,4.1395,1.5565,3.479916667,0.029183302,-0.028245719,-0.006808858,-0.006808858,-0.04735763,0.048039393,-0.008790188,0.008245697,0.028714511,0.006808858,0.047698512,0.008517942,0.029510738,0.048453105,11.79261527,14.14486333,0
Comp_135,KGdVWO6_L,K,Gd,V,W,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.6,1.2815,0.62,0.944686564,-160.33126,5.265,5.588921,5.457307,7.923698,89.478172,89.998383,90.008842,241.666385,P21,4,P4/nmm,129,5.587,2.4405,0.2915,0.00216825,1.962,5.588,0.058,0.214,6.497,1.1605,0.37,0.6345,3.474,0.702,1.076,4.185,1.556333333,3.48,-0.021445657,-0.021393174,0.003953116,0.003953116,0.059108863,0.059182944,-0.008476677,0.008006286,0.021419416,0.003953116,0.059145904,0.008241482,0.02178115,0.059717334,6.587135391,18.72549518,1
Comp_136,KGdVWO6_R,K,Gd,V,W,1,3,8,8,2,6,6,6,1.51,1.053,0.64,0.6,1.2815,0.62,0.944686564,-159.50931,5.21253072,5.634943,5.475048,7.782095,90.108078,89.997993,90.003868,240.089542,Pc,7,F-4 3m,216,5.584,2.41,0.299,0.002,1.964,5.596,0.065,0.218,6.487,1.178,0.372,0.6395,3.461,0.693,1.074,4.138,1.556416667,3.479083333,0.022310948,-0.02143948,-0.003888488,-0.003888488,0.060630726,-1.02143948,0.018363503,0.018125147,0.021875214,0.003888488,0.541035103,0.018244325,0.022218131,0.541342625,13.4685947,12.08786721,2
Comp_137,KYCoOsO6_C,K,Y,Co,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.545,1.2645,0.645,0.926822006,-137.145081,3.68107982,5.643326,5.503179,7.597544,89.858704,90.535828,88.321106,235.838575,P-1,2,P42/mmc,131,2.14,2.6955,1.3015,0.04925,1.965,5.594,0.063,2.115,6.139,0.781,0.313,0.4115,7.131,0.6655,1.047,5.822,1.559,3.444833333,0.042686227,-0.041776047,-0.011647009,-0.011647009,-0.056565705,0.057250416,-0.010220408,0.009878604,0.042231137,0.011647009,0.05690806,0.010049506,0.043807782,0.057788579,13.61713463,18.25654791,0
Comp_138,KYCoOsO6_L,K,Y,Co,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.545,1.2645,0.645,0.926822006,-137.595491,3.76292221,5.574279,5.40322,7.858488,89.836838,90.004875,89.999451,236.689281,P21,4,P4/nmm,129,2.152,2.684,1.287,0.053833333,1.963,5.589,0.059,2.116,6.149,0.772,0.3065,0.397,7.125,0.668,1.043,5.852,1.559,3.443166667,-0.027743134,-0.027719251,0.006024054,0.006024054,0.065791828,0.065741603,-0.013909168,0.013429238,0.027731193,0.006024054,0.065766716,0.013669203,0.028377954,0.067172226,6.709896518,22.79934427,1
Comp_139,KYCoOsO6_R,K,Y,Co,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.545,1.2645,0.645,0.926822006,-136.884969,3.72094823,5.64095,5.424294,7.691488,90.266014,89.998489,89.988007,235.342928,Pc,7,F-4 3m,216,2.146,2.689,1.3085,0.04625,1.965,5.596,0.066,2.117,6.144,0.792,0.308,0.4,7.123,0.662,1.037,5.831,1.558666667,3.441833333,0.026499703,-0.025564881,-0.004797666,-0.004797666,0.070933246,-1.025564881,0.019916818,0.019963408,0.026032292,0.004797666,0.548249063,0.019940113,0.026470697,0.54861156,14.1327154,13.66991138,2
Comp_140,KYCoReO6_C,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.55,1.2645,0.6475,0.925662028,-143.837092,4.24165684,5.617213,5.512456,7.679672,89.820297,90.33744,88.03064,237.652372,P-1,2,P42/mmc,131,3.924,2.7155,0.7735,0.02325,1.964,5.595,0.062,2.113,6.134,0.778,0.3115,0.4075,7.133,0.623,0.9725,4.537,1.5585,3.457083333,0.039659835,-0.038965836,-0.008948246,-0.008948246,-0.053552311,0.054499668,-0.002048886,0.001459948,0.039312835,0.008948246,0.054025989,0.001754417,0.04031836,0.054054468,12.71165245,20.44786243,0
Comp_141,KYCoReO6_L,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.55,1.2645,0.6475,0.925662028,-144.417376,4.41273415,5.56199,5.407522,7.949092,89.566063,89.996422,90.000381,239.074702,P21,4,P4/nmm,129,3.956,2.695,0.7435,0.0175,1.962,5.588,0.057,2.114,6.148,0.7695,0.304,0.392,7.138,0.63,0.965,4.565,1.55875,3.457083333,-0.024520449,-0.024947339,0.004783883,0.004783883,0.0651236,0.064943184,-0.011917818,0.011306919,0.024733894,0.004783883,0.065033392,0.011612369,0.025192281,0.06606201,6.511646665,22.27040177,1
Comp_142,KYCoReO6_R,K,Y,Co,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.55,1.2645,0.6475,0.925662028,-143.631378,4.39206983,5.646415,5.438922,7.707511,90.158104,89.977814,89.936676,236.69975,Pc,7,F-4 3m,216,4.119,2.642,0.634,0.011083333,1.964,5.595,0.065,2.1155,6.1415,0.792,0.3005,0.3895,7.1305,0.6225,0.96,4.5605,1.559,3.4515,0.023705681,-0.023793472,-0.004589672,-0.004589672,0.069626739,-1.023793472,0.021960495,0.020854481,0.023749576,0.004589672,0.546710105,0.021407488,0.024188995,0.547129071,14.23271632,12.50808474,2
Comp_143,KYCoWO6_C,K,Y,Co,W,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.6,1.2645,0.6725,0.914219976,-152.951869,3.63332955,5.620796,5.512979,7.683253,90.006844,90.552742,88.806717,238.020807,P-1,2,P42/mmc,131,5.963,2.74,0.0275,0.029083333,1.965,5.597,0.0635,2.109,6.1265,0.757,0.31,0.405,7.1235,0.714,1.129,4.106,1.559,3.471166667,0.035679195,-0.035013587,-0.006851957,-0.006851957,-0.053922496,0.054835509,-0.012774771,0.012208183,0.035346391,0.006851957,0.054379002,0.012491477,0.036004398,0.055795277,13.22418149,15.19944822,0
Comp_144,KYCoWO6_L,K,Y,Co,W,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.6,1.2645,0.6725,0.914219976,-153.871131,3.53513528,5.563018,5.417517,7.962113,89.508354,90.003967,90.001587,239.951285,P21,4,P4/nmm,129,5.954,2.737,0.037,0.027333333,1.963,5.59,0.057,2.113,6.146,0.765,0.302,0.388,7.114,0.723,1.115,4.173,1.5585,3.472,-0.023198725,-0.023142467,0.002943995,0.002943995,0.065137655,0.065005952,-0.010157615,0.009720076,0.023170596,0.002943995,0.065071803,0.009938845,0.023356875,0.06582644,6.609421161,21.13224911,1
Comp_145,KYCoWO6_R,K,Y,Co,W,1,3,8,8,2,6,6,6,1.51,1.019,0.745,0.6,1.2645,0.6725,0.914219976,-153.087427,3.42424504,5.65813,5.451928,7.724825,90.121391,89.995033,90.010841,238.292703,Pc,7,F-4 3m,216,5.954,2.743,0.035,0.02625,1.964,5.597,0.064,2.116,6.144,0.782,0.301,0.3865,7.105,0.713,1.115,4.121,1.556833333,3.471416667,0.020812667,-0.020057104,-0.00346899,-0.00346899,0.071099098,-1.020057104,0.01943585,0.019306767,0.020434886,0.00346899,0.545578101,0.019371308,0.020727239,0.545921892,14.08882135,12.47113075,2
Comp_146,KYCrOsO6_C,K,Y,Cr,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.545,1.2645,0.6725,0.914219976,-147.962573,4.47964982,5.534163,5.469403,7.626928,89.995773,90.056442,89.516808,230.847866,P-1,2,P42/mmc,131,0.111,2.7475,1.9495,0.1195,1.965,5.596,0.065,2.113,6.136,0.781,0.403,0.695,4.213,0.6135,0.9155,5.859,1.552,3.468,0.02953481,-0.028912418,-0.006279377,-0.006279377,-0.048241073,0.049051925,-0.008864291,0.008375287,0.029223614,0.006279377,0.048646499,0.008619789,0.029890637,0.049404278,12.04784941,15.04312652,0
Comp_147,KYCrOsO6_L,K,Y,Cr,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.545,1.2645,0.6725,0.914219976,-148.175205,4.56122423,5.508401,5.406478,7.757198,89.840271,89.992973,90.000114,231.016602,P21,4,P4/nmm,129,0.106,2.715,1.917,0.1215,1.964,5.593,0.063,2.113,6.144,0.768,0.4015,0.691,4.212,0.612,0.914,5.879,1.551833333,3.466833333,-0.021514902,-0.021488535,0.005922834,0.005922834,0.056552785,0.056543264,-0.006445529,0.006001609,0.021501718,0.005922834,0.056548025,0.006223569,0.022302553,0.056889471,6.383426274,19.86287612,1
Comp_148,KYCrOsO6_R,K,Y,Cr,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.545,1.2645,0.6725,0.914219976,-147.508895,4.47263071,5.534163,5.408089,7.682301,90.046532,90.00605,90.000542,230.072985,Pc,7,F-4 3m,216,0.093,2.734,1.938,0.120583333,1.966,5.603,0.072,2.116,6.1385,0.787,0.399,0.685,4.203,0.61,0.912,5.857,1.5515,3.465916667,0.023924644,-0.023410307,-0.003795761,-0.003795761,0.058613534,-1.023410307,0.01830921,0.018453242,0.023667475,0.003795761,0.54101192,0.018381226,0.023969923,0.541324087,13.18453481,11.31112192,2
Comp_149,KYCrWO6_C,K,Y,Cr,W,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.6,1.2645,0.7,0.901956049,-161.165165,5.61685804,5.549772,5.491229,7.669466,89.947754,90.121346,89.404137,233.714248,P-1,2,P42/mmc,131,4.885,2.8625,0.3775,0.009583333,1.965,5.596,0.065,2.108,6.122,0.761,0.388,0.659,4.2425,0.6605,0.999,4.1515,1.555333333,3.479,0.027263676,-0.026432037,-0.00637153,-0.00637153,-0.045545713,0.046392501,-0.007183579,0.006725549,0.026847856,0.00637153,0.045969107,0.006954564,0.027593546,0.046492201,11.76987906,13.75001716,0
Comp_150,KYCrWO6_L,K,Y,Cr,W,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.6,1.2645,0.7,0.901956049,-162.073454,4.92198397,5.682667,5.502953,7.867949,89.351105,90.220802,92.935974,245.702127,P21,4,P4/nmm,129,7.666,3.5835,0.193,0.01,1.963,5.588,0.0575,2.1135,6.1485,0.768,0.3085,0.4575,4.272,0.7105,1.0865,4.1715,1.559916667,3.473916667,-0.027350978,-0.02227081,-0.003889828,-0.003889828,0.067562141,0.069449625,-0.0049245,0.013075168,0.024810894,0.003889828,0.068505883,0.008999834,0.025113965,0.069094522,6.601351245,23.05152449,1
Comp_151,KYCrWO6_R,K,Y,Cr,W,1,3,8,8,2,6,6,6,1.51,1.019,0.8,0.6,1.2645,0.7,0.901956049,-161.22207,4.9397195,5.748816,5.532329,7.65846,89.929016,89.983002,89.911285,243.571781,Pc,7,F-4 3m,216,7.668,3.5835,0.1885,0.009416667,1.963,5.594,0.0625,2.117,6.149,0.791,0.301,0.449,4.2565,0.701,1.085,4.118,1.5575,3.472083333,0.019388697,-0.018677819,-0.001068229,-0.001068229,0.069150811,-1.018677819,0.018268746,0.018955012,0.019033258,0.001068229,0.543914315,0.018611879,0.019063211,0.544232656,14.95530457,13.92831694,2
Comp_152,KYFeOsO6_C,K,Y,Fe,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.545,1.2645,0.6625,0.918762684,-142.022992,4.36292391,5.576321,5.491906,7.625298,89.950714,90.105377,88.939896,233.48147,P-1,2,P42/mmc,131,4.139,4.1605,1.899,0.031166667,1.965,5.596,0.065,2.113,6.138,0.78,0.371,0.5455,5.8545,0.6235,0.937,5.835,1.555333333,3.459416667,0.03258578,-0.031737858,-0.007977663,-0.007977663,-0.051866323,0.05257068,-0.009800048,0.009331921,0.032161819,0.007977663,0.052218502,0.009565984,0.033136471,0.053087475,12.85692642,15.59520683,0
Comp_153,KYFeOsO6_L,K,Y,Fe,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.545,1.2645,0.6625,0.918762684,-142.491697,4.46869703,5.517242,5.408933,7.821842,89.912163,90.001083,89.994133,233.422219,P21,4,P4/nmm,129,4.127,4.117,1.86,0.034083333,1.964,5.592,0.062,2.114,6.147,0.769,0.367,0.5375,5.868,0.626,0.941,5.8575,1.5555,3.458416667,-0.020712082,-0.020667292,0.004203104,0.004203104,0.060082264,0.060050989,-0.008219197,0.007697437,0.020689687,0.004203104,0.060066627,0.007958317,0.0211123,0.060591538,6.505278643,21.33547563,1
Comp_154,KYFeOsO6_R,K,Y,Fe,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.545,1.2645,0.6625,0.918762684,-141.776562,4.39038397,333333,5.416034,7.682167,90.074341,90.000938,89.997253,232.701866,Pc,7,F-4 3m,216,4.125,4.141,1.867,0.03475,1.966,5.6,0.069,2.117,6.144,0.791,0.366,0.535,5.853,0.62,0.931,5.842,1.555,3.457166667,0.020758145,-0.01980211,-0.003357377,-0.003357377,0.066998877,-1.01980211,0.018460572,0.01838544,0.020280127,0.003357377,0.543400494,0.018423006,0.020556156,0.543712703,13.53815782,11.64519807,2
Comp_155,KYFeWO6_C,K,Y,Fe,W,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.6,1.2645,0.69,0.906377402,-156.771863,4.23069599,5.637196,5.522192,7.779377,90.300331,90.595215,88.151505,242.027469,P-1,2,P42/mmc,131,7.911,3.7125,0.032,0.0265,1.965,5.596,0.063,2.11,6.127,0.761,0.295,0.3895,6.104,0.7125,1.1255,4.0965,1.559583333,3.47125,0.036042903,-0.035491582,-0.007850166,-0.007850166,-0.05521305,0.056194393,-0.015061739,0.014560794,0.035767242,0.007850166,0.055703721,0.014811267,0.036618584,0.057639207,13.74903406,15.67287433,0
Comp_156,KYFeWO6_L,K,Y,Fe,W,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.6,1.2645,0.69,0.906377402,-157.737139,4.21305463,5.54544,5.444884,8.086031,89.291237,90.001122,90.017586,244.133151,P21,4,P4/nmm,129,7.897,3.705,0.045,0.024166667,1.962,5.588,0.056,2.113,6.148,0.768,0.286,0.3705,6.097,0.721,1.109,4.1675,1.559333333,3.47125,-0.018903611,-0.018681626,0.000163087,0.000163087,0.065290018,0.065565913,-0.009183712,0.00873737,0.018792618,0.000163087,0.065427966,0.008960541,0.018793326,0.066038701,6.233872781,22.79470353,1
Comp_157,KYFeWO6_R,K,Y,Fe,W,1,3,8,8,2,6,6,6,1.51,1.019,0.78,0.6,1.2645,0.69,0.906377402,-156.9475,4.29815012,5.737138,5.489872,7.674665,90.777557,89.998032,89.975182,241.700168,Pc,7,F-4 3m,216,7.901,3.709,0.043,0.024083333,1.964,5.595,0.063,2.115,6.144,0.777,0.287,0.374,6.093,0.711,1.109,4.117,1.558666667,3.471,0.023007195,-0.022458076,-0.006351684,-0.006351684,0.077495108,-1.022458076,0.020092276,0.0200476,0.022732636,0.006351684,0.549976592,0.020069938,0.023603318,0.55034267,14.90286527,14.11114433,2
Comp_158,KYMnOsO6_C,K,Y,Mn,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.545,1.2645,0.6875,0.907489522,-145.125541,3.65251877,5.691175,5.549314,7.665413,89.654182,90.867889,88.407654,241.96365,P-1,2,P42/mmc,131,5.515,4.3635,1.2685,0.055666667,1.965,5.5925,0.062,2.115,6.1375,0.778,0.2285,0.2905,4.924,0.6565,1.018,5.828,1.560333333,3.443666667,0.042948616,-0.042216708,-0.010433486,-0.010433486,-0.056803709,0.057586445,-0.012052197,0.01156228,0.042582662,0.010433486,0.057195077,0.011807238,0.043842225,0.058401093,14.3821366,17.57448063,0
Comp_159,KYMnOsO6_L,K,Y,Mn,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.545,1.2645,0.6875,0.907489522,-145.771819,3.72571567,5.612394,5.43656,7.984418,89.456764,89.99057,89.998985,243.610517,P21,4,P4/nmm,129,5.856,4.416,1.1925,0.0515,1.963,5.5855,0.057,2.116,6.148,0.769,0.218,0.271,4.9375,0.664,1.03,5.856,1.5605,3.443,-0.026237917,-0.026321224,0.004608547,0.004608547,0.067833287,0.06777849,-0.012095447,0.011639625,0.026279571,0.004608547,0.067805888,0.011867536,0.026680602,0.068836596,6.507469825,24.22776372,1
Comp_160,KYMnOsO6_R,K,Y,Mn,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.545,1.2645,0.6875,0.907489522,-145.04235,3.7085412,5.699587,5.475317,7.7657,89.985916,89.994377,89.99984,242.344577,Pc,7,F-4 3m,216,5.848,4.414,1.205,0.04775,1.964,5.592,0.063,2.118,6.145,0.795,0.219,0.274,4.935,0.657,1.021,5.836,1.560416667,3.441166667,0.025455418,-0.024710643,-0.003953325,-0.003953325,0.071054771,-1.024710643,0.020605989,0.020595606,0.02508303,0.003953325,0.547882707,0.020600798,0.02539266,0.548269873,14.96026976,13.48181235,2
Comp_161,KYMnWO6_C,K,Y,Mn,W,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.6,1.2645,0.715,0.89540431,-160.669761,4.12944256,5.709741,5.556489,7.806955,89.540741,91.24791,89.411133,247.604083,P-1,2,P42/mmc,131,9.62,4.532,0.088,0.0205,1.965,5.595,0.062,2.111,6.132,0.769,0.209,0.2525,4.951,0.71,1.12,4.078,1.559333333,3.4685,0.040684044,-0.040126582,-0.005797142,-0.005797142,-0.056114477,0.057021693,-0.020069038,0.01955034,0.040405313,0.005797142,0.056568085,0.019809689,0.040819066,0.0599364,14.7820125,14.51294244,0
Comp_162,KYMnWO6_L,K,Y,Mn,W,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.6,1.2645,0.715,0.89540431,-161.784554,4.06537688,5.623921,5.458766,8.113106,89.443405,89.993317,90.007782,249.057877,P21,4,P4/nmm,129,9.607,4.533,0.093,0.018666667,1.962,5.585,0.055,2.114,6.15,0.77,0.205,0.245,4.947,0.72,1.1065,4.153,1.560666667,3.471,-0.021669579,-0.021581478,0.003601867,0.003601867,0.068766358,0.068807519,-0.009371825,0.008921626,0.021625529,0.003601867,0.068786938,0.009146725,0.021923434,0.069392402,6.597268366,24.93023858,1
Comp_163,KYMnWO6_R,K,Y,Mn,W,1,3,8,8,2,6,6,6,1.51,1.019,0.83,0.6,1.2645,0.715,0.89540431,-160.995291,4.06708371,5.748366,5.515568,7.802238,90.034615,90.00576,89.988853,247.37386,Pc,7,F-4 3m,216,9.614,4.532,0.0935,0.01875,1.963,5.592,0.06,2.118,6.1485,0.79,0.205,0.246,4.9445,0.71,1.103,4.105,1.559166667,3.4695,0.020588544,-0.019727423,-0.003568892,-0.003568892,0.074109475,-1.019727423,0.021172607,0.021084847,0.020157984,0.003568892,0.546918449,0.021128727,0.020471475,0.547326423,15.50187279,13.47847951,2
Comp_164,KYNiOsO6_C,K,Y,Ni,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.545,1.2645,0.6175,0.939776316,-133.824261,3.769,5.588427,5.48346,7.579343,89.659645,90.491562,88.74295,232.191954,P-1,2,P42/mmc,131,0.187,1.73,1.3015,0.049,1.965,5.595,0.063,2.115,6.14,0.783,0.3445,0.455,8.223,0.667,1.0495,5.825,1.558333333,3.444666667,0.038169522,-0.037210014,-0.008234253,-0.008234253,-0.052731945,0.053381832,-0.009039184,0.008665036,0.037689768,0.008234253,0.053056889,0.00885211,0.03857877,0.053790271,13.0428225,16.5458344,0
Comp_165,KYNiOsO6_L,K,Y,Ni,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.545,1.2645,0.6175,0.939776316,-134.294095,3.76898461,5.525246786,5.394414,7.826764,89.690758,89.998085,90.009598,233.276982,P21,4,P4/nmm,129,0.198,1.709,1.2855,0.054083333,1.9635,5.59,0.059,2.116,6.151,0.776,0.339,0.44,8.224,0.67,1.0455,5.853,1.5585,3.44325,-0.024679244,-0.024805881,0.002825102,0.002825102,0.062701247,0.062594534,-0.012491825,0.011933763,0.024742563,0.002825102,0.062647891,0.012212794,0.024903325,0.063827193,6.352121592,21.98119657,1
Comp_166,KYNiOsO6_R,K,Y,Ni,Os,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.545,1.2645,0.6175,0.939776316,-133.569035,3.73983435,5.600786,5.408738,7.649717,90.188576,90.008789,89.994125,231.733036,Pc,7,F-4 3m,216,0.191,1.717,1.307,0.045166667,1.966,5.5975,0.068,2.117,6.145,0.793,0.34,0.444,8.2185,0.664,1.042,5.8335,1.558,3.442166667,0.023499186,-0.022693722,-0.003461729,-0.003461729,0.06957223,-1.022693722,0.017831309,0.017917137,0.023096454,0.003461729,0.546132976,0.017874223,0.023354438,0.546425398,13.67798088,12.9203207,2
Comp_167,KYNiReO6_C,K,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,-140.552601,4.29120864,5.556929,5.477065,7.687197,89.891663,90.260651,88.025993,233.82317,P-1,2,P42/mmc,131,1.971,1.7455,0.77,0.024333333,1.964,5.596,0.062,2.114,6.134,0.782,0.3435,0.4545,8.2235,0.6235,0.9745,4.541,1.55825,3.457416667,0.035209576,-0.034748871,-0.009224448,-0.009224448,-0.049647164,0.050642995,0.001354944,-0.001843071,0.034979224,0.009224448,0.05014508,0.001599007,0.036175082,0.050170567,11.93655069,19.79611159,0
Comp_168,KYNiReO6_L,K,Y,Ni,Re,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.55,1.2645,0.62,0.938583706,-141.138908,4.4394361,5.533689,5.401135,7.862264,89.79467,89.993149,90.001236,234.987403,P21,4,P4/nmm,129,1.996,1.716,0.741,0.0155,1.963,5.59,0.059,2.115,6.151,0.774,0.336,0.4335,8.2305,0.63,0.965,4.566,1.558833333,3.457,-0.023115019,-0.023471311,0.001932235,0.001932235,0.062895696,0.062760457,-0.011625275,0.011158706,0.023293165,0.001932235,0.062828077,0.01139199,0.02337317,0.063852523,6.019301469,21.94145694,1
Comp_169,KYNiReO6_R,K,Y,Ni,W,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.6,1.2645,0.645,0.926822006,-140.310759,4.41336149,5.607367,5.41678,7.670753,90.092751,89.996269,90.010735,232.990152,Pc,7,F-4 3m,216,2.044,1.732,0.761,0.012833333,1.965,5.597,0.067,2.115,6.142,0.791,0.335,0.437,8.218,0.624,0.9645,4.521,1.558333333,3.455,0.021448567,-0.020558947,-0.003284961,-0.003284961,0.068653754,-1.020558947,0.017924929,0.01784865,0.021003757,0.003284961,0.54460635,0.01788679,0.021259087,0.544900003,13.5081314,12.57524967,2
Comp_170,KYNiWO6_C,K,Y,Ni,W,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.6,1.2645,0.645,0.926822006,-149.760443,3.48392363,5.56961,5.47918,7.656428,89.939095,90.410217,89.16098,233.619246,P-1,2,P42/mmc,131,4.021,1.7685,0.027,0.031166667,1.965,5.598,0.064,2.108,6.125,0.757,0.3455,0.4585,8.2165,0.7155,1.133,4.1175,1.55825,3.472333333,0.031480045,-0.030853931,-0.006350611,-0.006350611,-0.050526046,0.051440872,-0.010444043,0.009945572,0.031166988,0.006350611,0.050983459,0.010194807,0.031807411,0.051992761,12.35191532,14.37272914,0
Comp_171,KYNiWO6_L,K,Y,Ni,W,1,3,8,8,2,6,6,6,1.51,1.019,0.69,0.6,1.2645,0.645,0.926822006,-150.656341,3.28303481,5.517039,5.397778,7.922231,89.604393,90.008377,89.992035,235.916444,P21,4,P4/nmm,129,4.011,1.763,0.0355,0.030333333,1.963,5.591,0.058,2.112,6.144,0.765,0.337,0.438,8.2055,0.723,1.118,4.179,1.558166667,3.4725,-0.020706936,-0.020530126,0.003065795,0.003065795,0.061018359,0.061068273,-0.009151246,0.008651148,0.020618531,0.003065795,0.061043316,0.008901197,0.020845213,0.061688879,6.369995012,19.88225435,1
